dataset,n_conditions,replicate,n_genes_used,beta_slope,beta_mean,beta_diff
E. coli Consensus,20,42,1700,-0.12074695075738193,-0.07433281727119007,-0.04641413348619186
E. coli Consensus,20,43,1700,-0.10523556654764218,-0.07023160065309099,-0.035003965894551195
E. coli Consensus,20,44,1700,-0.11130814764480926,-0.08144081727613305,-0.029867330368676212
E. coli Consensus,20,45,1700,-0.12109777982426136,-0.07562492983270858,-0.04547284999155278
E. coli Consensus,20,46,1700,-0.1648085128898565,-0.0683183971667794,-0.09649011572307711
E. coli Consensus,20,47,1700,-0.11307809859322394,-0.06824347282581682,-0.04483462576740713
E. coli Consensus,20,48,1700,-0.1345484321557021,-0.05957547823698573,-0.07497295391871639
E. coli Consensus,20,49,1700,-0.14169378109022504,-0.03578617370569954,-0.10590760738452551
E. coli Consensus,20,50,1695,-0.16018064405821944,-0.07403012850769372,-0.08615051555052572
E. coli Consensus,20,51,1700,-0.15338907707840957,-0.09219000114598573,-0.06119907593242384
E. coli Consensus,20,52,1700,-0.1504197395291086,-0.05698227285454252,-0.09343746667456607
E. coli Consensus,20,53,1700,-0.1614928020550205,-0.07032988246583922,-0.09116291958918128
E. coli Consensus,20,54,1700,-0.15185559980987323,-0.07370200770826799,-0.07815359210160525
E. coli Consensus,20,55,1700,-0.11209723924772973,-0.07000685566102323,-0.0420903835867065
E. coli Consensus,20,56,1695,-0.1346847646190927,-0.0552547405540976,-0.07943002406499511
E. coli Consensus,20,57,1700,-0.1389752851267999,-0.07419167862076995,-0.06478360650602996
E. coli Consensus,20,58,1700,-0.0946091093642322,-0.05207055295414581,-0.04253855641008639
E. coli Consensus,20,59,1700,-0.11979732736854184,-0.06670891019783685,-0.05308841717070499
E. coli Consensus,20,60,1700,-0.1314339170746148,-0.06581322648735198,-0.06562069058726282
E. coli Consensus,20,61,1700,-0.09042242801569934,-0.05783878348053989,-0.03258364453515945
E. coli Consensus,20,62,1700,-0.1767474351406532,-0.09219136790005023,-0.08455606724060297
E. coli Consensus,20,63,1700,-0.16725302458756053,-0.08312088100914361,-0.08413214357841692
E. coli Consensus,20,64,1695,-0.1153730085763504,-0.04801354699247286,-0.06735946158387754
E. coli Consensus,20,65,1700,-0.13937458259364588,-0.08019551051239084,-0.059179072081255044
E. coli Consensus,20,66,1700,-0.15012332290156336,-0.05197928483875882,-0.09814403806280453
E. coli Consensus,20,67,1700,-0.12526061723924592,-0.07705785050064273,-0.04820276673860319
E. coli Consensus,20,68,1700,-0.14997732534663083,-0.09136580565579693,-0.058611519690833905
E. coli Consensus,20,69,1700,-0.12918932538144606,-0.05470014358633561,-0.07448918179511045
E. coli Consensus,20,70,1700,-0.1120129590127659,-0.07468249205964776,-0.03733046695311813
E. coli Consensus,20,71,1700,-0.15512344857687063,-0.0827723711735622,-0.07235107740330843
E. coli Consensus,20,72,1700,-0.10446416595818656,-0.07444433878310679,-0.03001982717507977
E. coli Consensus,20,73,1700,-0.07633898812785031,-0.07529142345432484,-0.0010475646735254723
E. coli Consensus,20,74,1700,-0.12188420226379271,-0.07471786846228225,-0.04716633380151046
E. coli Consensus,20,75,1700,-0.09834356911700402,-0.03217638931213048,-0.06616717980487355
E. coli Consensus,20,76,1695,-0.09403606377674274,-0.045757284159284116,-0.04827877961745863
E. coli Consensus,20,77,1695,-0.1332407617852868,-0.06512554339426004,-0.06811521839102676
E. coli Consensus,20,78,1700,-0.12681047981135532,-0.0987873784003037,-0.028023101411051618
E. coli Consensus,20,79,1700,-0.12929147869523847,-0.061000125274813397,-0.06829135342042507
E. coli Consensus,20,80,1695,-0.09681954963465243,-0.06666749220344971,-0.030152057431202722
E. coli Consensus,20,81,1700,-0.06329997752849247,-0.09340980700296139,0.030109829474468927
E. coli Consensus,20,82,1700,-0.10978396585705794,-0.06740898415970362,-0.04237498169735432
E. coli Consensus,20,83,1700,-0.09491924908072139,-0.10146667232187132,0.00654742324114993
E. coli Consensus,20,84,1700,-0.12602422364562374,-0.05859849532507707,-0.06742572832054666
E. coli Consensus,20,85,1700,-0.1143532470414905,-0.09411818846598495,-0.020235058575505546
E. coli Consensus,20,86,1700,-0.06822981258047628,-0.0580375737596899,-0.010192238820786376
E. coli Consensus,20,87,1700,-0.12586907541320352,-0.06968955678137602,-0.056179518631827505
E. coli Consensus,20,88,1700,-0.08842028952346072,-0.059567250525510686,-0.028853038997950033
E. coli Consensus,20,89,1695,-0.07106693309079407,-0.05112242807233002,-0.019944505018464044
E. coli Consensus,20,90,1700,-0.16065504419463772,-0.06811342867350104,-0.09254161552113668
E. coli Consensus,20,91,1700,-0.10786135855298308,-0.06638704992836267,-0.04147430862462041
E. coli Consensus,20,92,1700,-0.07162877034873176,-0.07136961026205722,-2.5916008667453694e-4
E. coli Consensus,20,93,1700,-0.0838365230707952,-0.0780609469975973,-0.005775576073197897
E. coli Consensus,20,94,1700,-0.13304975519796977,-0.07902792753050497,-0.0540218276674648
E. coli Consensus,20,95,1700,-0.08743027073220096,-0.06906065905017303,-0.018369611682027928
E. coli Consensus,20,96,1700,-0.12490228419441006,-0.059147073859950675,-0.06575521033445939
E. coli Consensus,20,97,1700,-0.08531076382499159,-0.050688198917975304,-0.03462256490701628
E. coli Consensus,20,98,1700,-0.1400792602622726,-0.06312407479322263,-0.07695518546904997
E. coli Consensus,20,99,1700,-0.1345965296325785,-0.0505514968070523,-0.08404503282552621
E. coli Consensus,20,100,1700,-0.10749629020955949,-0.06692346846849204,-0.04057282174106745
E. coli Consensus,25,1,1700,-0.13117275153987012,-0.053738984680333585,-0.07743376685953654
E. coli Consensus,25,2,1700,-0.1557365137833923,-0.08553092448683942,-0.07020558929655286
E. coli Consensus,25,3,1700,-0.1503265307254834,-0.06058749573888837,-0.08973903498659504
E. coli Consensus,25,4,1700,-0.08818197502854758,-0.07277038339643403,-0.015411591632113544
E. coli Consensus,25,5,1700,-0.13644256475076183,-0.10074520246009323,-0.0356973622906686
E. coli Consensus,25,6,1700,-0.13695076113319196,-0.0664534775100052,-0.07049728362318676
E. coli Consensus,25,7,1695,-0.1472948251199268,-0.04651034504658417,-0.10078448007334265
E. coli Consensus,25,8,1700,-0.1556950086657398,-0.09253421133553599,-0.0631607973302038
E. coli Consensus,25,9,1700,-0.16421679130144923,-0.07404348675046649,-0.09017330455098274
E. coli Consensus,25,10,1700,-0.11025656807806994,-0.07385285286087406,-0.036403715217195876
E. coli Consensus,25,11,1700,-0.09044711158336409,-0.06418179015866197,-0.026265321424702115
E. coli Consensus,25,12,1695,-0.15675236416536198,-0.0692650530819846,-0.08748731108337737
E. coli Consensus,25,13,1700,-0.07789030868614094,-0.05275039718096685,-0.02513991150517409
E. coli Consensus,25,14,1700,-0.12600320125814546,-0.07118413239254788,-0.05481906886559758
E. coli Consensus,25,15,1700,-0.12500242675209605,-0.058122307155370714,-0.06688011959672534
E. coli Consensus,25,16,1700,-0.12641504383222432,-0.05209290584902255,-0.07432213798320178
E. coli Consensus,25,17,1700,-0.17826426286526786,-0.057279492466019134,-0.12098477039924874
E. coli Consensus,25,18,1700,-0.1704475444696239,-0.049047070168680346,-0.12140047430094356
E. coli Consensus,25,19,1700,-0.1471810486375602,-0.08584361298900853,-0.06133743564855168
E. coli Consensus,25,20,1700,-0.16176475093273135,-0.06733261957492406,-0.09443213135780729
E. coli Consensus,25,21,1700,-0.1498233596075895,-0.09506701595734565,-0.054756343650243844
E. coli Consensus,25,22,1700,-0.15447690595576968,-0.05490848118222056,-0.09956842477354913
E. coli Consensus,25,23,1700,-0.13425632438680948,-0.0706885697403031,-0.06356775464650638
E. coli Consensus,25,24,1700,-0.15124713860689154,-0.09777662150198851,-0.053470517104903026
E. coli Consensus,25,25,1700,-0.1257951727364415,-0.06689312033233187,-0.05890205240410963
E. coli Consensus,25,26,1700,-0.10777214921398055,-0.06416207829415799,-0.043610070919822566
E. coli Consensus,25,27,1700,-0.15978089664834608,-0.06142882024503196,-0.09835207640331411
E. coli Consensus,25,28,1700,-0.14015151615960422,-0.08629034519511979,-0.05386117096448444
E. coli Consensus,25,29,1700,-0.10060734084617907,-0.07004684409599954,-0.030560496750179536
E. coli Consensus,25,30,1700,-0.15250392793303524,-0.08871390971613896,-0.06379001821689628
E. coli Consensus,25,31,1700,-0.15467728883678206,-0.08210047070564133,-0.07257681813114072
E. coli Consensus,25,32,1700,-0.11547270580297643,-0.06486639299392429,-0.050606312809052145
E. coli Consensus,25,33,1700,-0.19082873665842662,-0.06996896830073171,-0.12085976835769491
E. coli Consensus,25,34,1700,-0.09790527579370063,-0.0572575583575136,-0.04064771743618703
E. coli Consensus,25,35,1700,-0.13958533468635229,-0.09178053377674798,-0.0478048009096043
E. coli Consensus,25,36,1700,-0.1210787694366087,-0.07168397659651987,-0.049394792840088825
E. coli Consensus,25,37,1700,-0.07719597705769213,-0.060151447914435,-0.01704452914325713
E. coli Consensus,25,38,1700,-0.14999420047750534,-0.05035175470759539,-0.09964244576990994
E. coli Consensus,25,39,1700,-0.12735662584456636,-0.09012844144922229,-0.037228184395344074
E. coli Consensus,25,40,1700,-0.13014562976315971,-0.07372074319595848,-0.05642488656720124
E. coli Consensus,25,41,1700,-0.1432361022857976,-0.06430883432161326,-0.07892726796418435
E. coli Consensus,25,42,1700,-0.15925673096891574,-0.09811595429910568,-0.06114077666981006
E. coli Consensus,25,43,1700,-0.17982928327099518,-0.09041508643657448,-0.0894141968344207
E. coli Consensus,25,44,1700,-0.18542548357046226,-0.07089290355490742,-0.11453258001555484
E. coli Consensus,25,45,1700,-0.08149642378352394,-0.07372169311850997,-0.007774730665013968
E. coli Consensus,25,46,1700,-0.21221003313661688,-0.05425541144952942,-0.15795462168708746
E. coli Consensus,25,47,1695,-0.053474163332599314,-0.04649946067709508,-0.0069747026555042335
E. coli Consensus,25,48,1700,-0.14233303190982205,-0.06053630896971757,-0.08179672294010448
E. coli Consensus,25,49,1700,-0.10777088178488975,-0.08496639698196691,-0.02280448480292284
E. coli Consensus,25,50,1700,-0.0873125041024707,-0.04935445455185124,-0.03795804955061946
E. coli Consensus,25,51,1700,-0.0688576020315876,-0.06431164939406638,-0.004545952637521222
E. coli Consensus,25,52,1700,-0.07934920371596149,-0.060426433026445375,-0.018922770689516116
E. coli Consensus,25,53,1700,-0.13332667578727697,-0.08745155538971912,-0.04587512039755785
E. coli Consensus,25,54,1700,-0.06725745986667246,-0.06770496150335564,4.475016366831813e-4
E. coli Consensus,25,55,1700,-0.1538309898113876,-0.10214956006306396,-0.05168142974832364
E. coli Consensus,25,56,1700,-0.16080350345786532,-0.06933874724322,-0.09146475621464531
E. coli Consensus,25,57,1700,-0.15433723057798257,-0.09457916989035711,-0.05975806068762546
E. coli Consensus,25,58,1700,-0.1546921396435336,-0.09187514311700506,-0.06281699652652853
E. coli Consensus,25,59,1700,-0.12155699720875371,-0.053544281237923576,-0.06801271597083014
E. coli Consensus,25,60,1700,-0.14296508766050176,-0.0800009958469871,-0.06296409181351466
E. coli Consensus,25,61,1700,-0.14540804208343644,-0.06977982037224029,-0.07562822171119615
E. coli Consensus,25,62,1700,-0.06886829049685604,-0.05385351527194133,-0.015014775224914713
E. coli Consensus,25,63,1700,-0.07763102737149132,-0.051650899404799014,-0.0259801279666923
E. coli Consensus,25,64,1700,-0.14696303633828778,-0.07664317164801196,-0.07031986469027582
E. coli Consensus,25,65,1700,-0.1723902838270689,-0.05986628221975977,-0.11252400160730912
E. coli Consensus,25,66,1700,-0.1507846681578894,-0.07575533485008631,-0.07502933330780309
E. coli Consensus,25,67,1700,-0.09094877747883288,-0.057969656577240986,-0.0329791209015919
E. coli Consensus,25,68,1700,-0.1485036392634857,-0.04954643114749947,-0.09895720811598623
E. coli Consensus,25,69,1700,-0.09067190906604979,-0.06266292811854343,-0.028008980947506354
E. coli Consensus,25,70,1700,-0.1672589600997789,-0.07915145799222438,-0.08810750210755451
E. coli Consensus,25,71,1700,-0.15516527828677448,-0.09931092487805193,-0.05585435340872255
E. coli Consensus,25,72,1700,-0.16842121907624308,-0.05288906699664046,-0.11553215207960262
E. coli Consensus,25,73,1700,-0.11918296201246596,-0.08982373945621408,-0.029359222556251882
E. coli Consensus,25,74,1700,-0.08301076245180518,-0.05790097831904586,-0.02510978413275932
E. coli Consensus,25,75,1700,-0.1254316749408587,-0.059290437763560494,-0.0661412371772982
E. coli Consensus,25,76,1700,-0.17857442476075336,-0.0652691333089415,-0.11330529145181185
E. coli Consensus,25,77,1700,-0.08641124138974023,-0.08172196884525783,-0.004689272544482398
E. coli Consensus,25,78,1700,-0.1495382238257671,-0.06396915724822115,-0.08556906657754594
E. coli Consensus,25,79,1700,-0.08659247695974007,-0.05853901335115331,-0.028053463608586758
E. coli Consensus,25,80,1700,-0.1849049003221087,-0.06355983943556236,-0.12134506088654635
E. coli Consensus,25,81,1700,-0.11591375399360983,-0.059729600910021455,-0.05618415308358837
E. coli Consensus,25,82,1700,-0.13060931097858403,-0.05843576780176904,-0.07217354317681499
E. coli Consensus,25,83,1700,-0.15477206249722344,-0.05807562315032939,-0.09669643934689406
E. coli Consensus,25,84,1700,-0.14416030934165605,-0.062382554331403314,-0.08177775501025274
E. coli Consensus,25,85,1700,-0.14729322160550565,-0.047577899981393286,-0.09971532162411237
E. coli Consensus,25,86,1700,-0.16897852417654444,-0.08996927406345753,-0.0790092501130869
E. coli Consensus,25,87,1700,-0.17560591713479215,-0.07270933668806331,-0.10289658044672884
E. coli Consensus,25,88,1700,-0.12413293493464099,-0.0886353826082344,-0.035497552326406584
E. coli Consensus,25,89,1700,-0.2187540949214893,-0.045835526346913076,-0.17291856857457624
E. coli Consensus,25,90,1695,-0.15044286273598922,-0.06380216056562044,-0.08664070217036879
E. coli Consensus,25,91,1700,-0.1942067019148714,-0.05740279824081372,-0.1368039036740577
E. coli Consensus,25,92,1695,-0.11669477483654325,-0.050378145752922876,-0.06631662908362038
E. coli Consensus,25,93,1700,-0.18690375376174467,-0.07558545427886158,-0.11131829948288309
E. coli Consensus,25,94,1700,-0.17526632986634905,-0.08731476518541616,-0.08795156468093289
E. coli Consensus,25,95,1700,-0.11260959653159594,-0.09483537191541645,-0.017774224616179488
E. coli Consensus,25,96,1700,-0.10079047314021873,-0.06948967344773857,-0.03130079969248016
E. coli Consensus,25,97,1700,-0.16232747501005185,-0.09274546342920217,-0.06958201158084967
E. coli Consensus,25,98,1700,-0.11683507029031708,-0.053457475435918896,-0.06337759485439817
E. coli Consensus,25,99,1700,-0.1613637229757001,-0.11153953276951462,-0.049824190206185476
E. coli Consensus,25,100,1700,-0.08851947548520299,-0.0649976541453753,-0.023521821339827692
E. coli Consensus,30,1,1700,-0.16267233126652203,-0.0607819622759722,-0.10189036899054983
E. coli Consensus,30,2,1700,-0.11680214592345922,-0.05217240513552229,-0.06462974078793693
E. coli Consensus,30,3,1700,-0.15275078232256523,-0.0753274016245722,-0.07742338069799302
E. coli Consensus,30,4,1700,-0.16343046690642118,-0.06942953410725522,-0.09400093279916596
E. coli Consensus,30,5,1700,-0.198887463055073,-0.03943115591616572,-0.15945630713890727
E. coli Consensus,30,6,1700,-0.1264712011051078,-0.07001170851154322,-0.05645949259356457
E. coli Consensus,30,7,1700,-0.17413511610019092,-0.0613229983666605,-0.11281211773353042
E. coli Consensus,30,8,1700,-0.1425153005889622,-0.05765785181820105,-0.08485744877076115
E. coli Consensus,30,9,1700,-0.1063581473445528,-0.06357026778487024,-0.042787879559682565
E. coli Consensus,30,10,1700,-0.14037629566806642,-0.061696439841205625,-0.0786798558268608
E. coli Consensus,30,11,1700,-0.17659900886249963,-0.08315820669170432,-0.09344080217079531
E. coli Consensus,30,12,1700,-0.14188182727915355,-0.050345596560434906,-0.09153623071871864
E. coli Consensus,30,13,1700,-0.09296311654504105,-0.0547167864436621,-0.038246330101378956
E. coli Consensus,30,14,1700,-0.12565866303296877,-0.05516558685596099,-0.07049307617700779
E. coli Consensus,30,15,1700,-0.21461934274603717,-0.05083450568772259,-0.1637848370583146
E. coli Consensus,30,16,1700,-0.1946188025344682,-0.06452215410150894,-0.13009664843295926
E. coli Consensus,30,17,1700,-0.13860931827023518,-0.06754718459940773,-0.07106213367082745
E. coli Consensus,30,18,1700,-0.14422105934212087,-0.06106361111438238,-0.08315744822773849
E. coli Consensus,30,19,1700,-0.16166334400669521,-0.06013479581462478,-0.10152854819207044
E. coli Consensus,30,20,1700,-0.1402622613578667,-0.09354400620630107,-0.046718255151565635
E. coli Consensus,30,21,1700,-0.14569105257404197,-0.05688316113610443,-0.08880789143793755
E. coli Consensus,30,22,1700,-0.15646273708881162,-0.08168442617471815,-0.07477831091409347
E. coli Consensus,30,23,1700,-0.10667576048238635,-0.06274744910212864,-0.04392831138025771
E. coli Consensus,30,24,1700,-0.13429024418110044,-0.06504706531798429,-0.06924317886311615
E. coli Consensus,30,25,1700,-0.14491303714702378,-0.07761292396363573,-0.06730011318338805
E. coli Consensus,30,26,1695,-0.16291021217977342,-0.06601810803191542,-0.096892104147858
E. coli Consensus,30,27,1700,-0.13636671796168068,-0.05954157474998675,-0.07682514321169392
E. coli Consensus,30,28,1700,-0.17432928293588992,-0.06798223772848568,-0.10634704520740425
E. coli Consensus,30,29,1700,-0.1382724661923856,-0.07099015885979425,-0.06728230733259134
E. coli Consensus,30,30,1700,-0.10696896542041615,-0.05093358150738938,-0.056035383913026766
E. coli Consensus,30,31,1700,-0.1549657543848664,-0.0790704028134647,-0.0758953515714017
E. coli Consensus,30,32,1700,-0.017467474274337487,-0.06188714397311419,0.044419669698776705
E. coli Consensus,30,33,1700,-0.15836871448064146,-0.06461789662185738,-0.09375081785878409
E. coli Consensus,30,34,1700,-0.14372697764363257,-0.04631271858185007,-0.0974142590617825
E. coli Consensus,30,35,1700,-0.096522349208396,-0.06444204076373576,-0.03208030844466024
